Frequency (Hz)	Level (dB)
13113.720703	-100.996208
13135.253906	-100.959396
13156.787109	-100.743782
13178.320312	-94.937347
13199.853516	-89.153839
13221.386719	-93.451370
13242.919922	-100.752617
13264.453125	-101.149948
13285.986328	-101.256752
13307.519531	-101.131195
13329.052734	-101.011971
13350.585938	-100.971642
13372.119141	-101.023735
13393.652344	-101.009544
13415.185547	-100.262939
13436.718750	-100.639420
13458.251953	-100.878357
13479.785156	-100.965828
13501.318359	-101.116180
13522.851562	-100.948112
13544.384766	-100.890831
13565.917969	-101.114975
13587.451172	-100.900879
13608.984375	-99.492516
13630.517578	-92.397774
13652.050781	-92.476997
13673.583984	-99.921921
13695.117188	-100.775673
13716.650391	-100.819206
13738.183594	-100.785805
13759.716797	-100.902061
13781.250000	-101.222046
13802.783203	-101.127815
13824.316406	-101.084190
13845.849609	-100.063530
13867.382812	-99.258804
13888.916016	-100.636475
13910.449219	-100.982964
13931.982422	-101.211990
13953.515625	-100.872444
13975.048828	-100.524361
13996.582031	-101.021614
14018.115234	-101.232903
14039.648438	-100.879875
14061.181641	-95.935219
14082.714844	-91.836319
14104.248047	-96.254318
14125.781250	-100.755325
14147.314453	-101.156631
14168.847656	-100.984306
14190.380859	-101.079445
14211.914062	-101.268188
14233.447266	-101.106819
14254.980469	-101.109367
14276.513672	-101.205498
14298.046875	-101.050880
14319.580078	-100.939224
14341.113281	-101.091789
14362.646484	-101.292648
14384.179688	-101.234818
14405.712891	-101.329178
14427.246094	-101.230820
14448.779297	-100.966232
14470.312500	-101.200317
14491.845703	-97.841087
14513.378906	-89.842079
14534.912109	-91.317566
14556.445312	-100.144241
14577.978516	-101.153252
14599.511719	-101.017998
14621.044922	-100.816826
14642.578125	-100.804245
14664.111328	-101.077751
14685.644531	-101.375473
14707.177734	-101.519394
14728.710938	-100.843727
14750.244141	-100.631111
14771.777344	-101.182053
14793.310547	-101.270134
14814.843750	-101.319969
14836.376953	-101.487534
14857.910156	-101.399307
14879.443359	-101.351074
14900.976562	-101.271202
14922.509766	-100.940659
14944.042969	-98.028938
14965.576172	-95.967285
14987.109375	-99.498627
15008.642578	-101.119377
15030.175781	-101.195152
15051.708984	-101.209641
15073.242188	-101.001114
15094.775391	-101.123528
15116.308594	-101.399109
15137.841797	-101.154694
15159.375000	-100.787041
15180.908203	-99.911804
15202.441406	-100.775414
15223.974609	-101.008797
15245.507812	-101.311089
15267.041016	-101.351601
15288.574219	-101.131821
15310.107422	-101.384331
15331.640625	-101.437302
15353.173828	-101.471779
15374.707031	-99.603333
15396.240234	-94.243805
15417.773438	-96.287796
15439.306641	-101.028931
15460.839844	-101.195869
15482.373047	-101.377716
15503.906250	-101.257957
15525.439453	-101.159210
15546.972656	-101.415070
15568.505859	-101.173813
15590.039062	-100.969757
15611.572266	-100.978668
15633.105469	-101.154388
15654.638672	-101.038994
15676.171875	-101.053780
15697.705078	-101.221268
15719.238281	-101.150566
15740.771484	-101.116966
15762.304688	-101.244507
15783.837891	-101.191772
15805.371094	-100.667274
15826.904297	-96.696899
15848.437500	-95.534431
15869.970703	-99.678360
15891.503906	-100.699104
15913.037109	-100.940346
15934.570312	-101.211113
15956.103516	-101.058182
15977.636719	-100.839882
15999.169922	-100.989761
16020.703125	-100.986954
16042.236328	-100.568146
16063.769531	-99.983841
16085.302734	-100.954315
16106.835938	-101.079285
16128.369141	-101.143326
16149.902344	-101.196312
16171.435547	-101.067101
16192.968750	-101.053444
16214.501953	-101.238419
16236.035156	-100.712151
16257.568359	-97.874123
16279.101562	-93.305145
16300.634766	-96.095116
16322.167969	-100.527718
16343.701172	-101.119072
16365.234375	-101.315750
16386.767578	-101.077393
16408.300781	-101.169151
16429.833984	-101.216736
16451.367188	-101.063126
16472.900391	-100.898224
16494.433594	-99.868439
16515.966797	-100.344528
16537.500000	-101.240135
16559.033203	-101.354813
16580.566406	-101.266342
16602.099609	-100.842575
16623.632812	-100.781197
16645.166016	-101.256416
16666.699219	-101.126678
16688.232422	-99.982155
16709.765625	-93.892708
16731.298828	-93.507576
16752.832031	-99.440483
16774.365234	-101.034012
16795.898438	-101.267891
16817.431641	-101.118874
16838.964844	-101.311783
16860.498047	-101.397285
16882.031250	-101.434898
16903.564453	-101.318260
16925.097656	-101.017517
16946.630859	-100.599594
16968.164062	-101.268806
16989.697266	-101.383896
17011.230469	-101.535324
17032.763672	-101.338249
17054.296875	-101.317947
17075.830078	-101.409492
17097.363281	-101.422150
17118.896484	-101.075394
17140.429688	-99.357361
17161.962891	-96.949516
17183.496094	-99.504486
17205.029297	-101.197876
17226.562500	-101.416405
17248.095703	-101.711311
17269.628906	-101.603188
17291.162109	-101.521790
17312.695312	-101.296173
17334.228516	-101.337868
17355.761719	-101.387215
17377.294922	-100.909523
17398.828125	-100.996887
17420.361328	-101.478134
17441.894531	-101.314903
17463.427734	-101.384987
17484.960938	-101.464973
17506.494141	-101.267967
17528.027344	-101.469482
17549.560547	-101.502777
17571.093750	-101.285751
17592.626953	-99.339439
17614.160156	-99.797821
17635.693359	-101.166908
17657.226562	-101.089691
17678.759766	-101.427422
17700.292969	-101.365990
17721.826172	-101.457748
17743.359375	-101.686989
17764.892578	-101.615570
17786.425781	-101.469017
17807.958984	-101.340164
17829.492188	-101.426086
17851.025391	-101.518806
17872.558594	-101.361626
17894.091797	-101.439995
17915.625000	-101.495247
17937.158203	-101.555061
17958.691406	-101.634796
17980.224609	-101.604172
18001.757812	-101.504715
18023.291016	-96.514351
18044.824219	-93.504791
18066.357422	-98.679848
18087.890625	-101.217941
18109.423828	-101.340904
18130.957031	-101.292122
18152.490234	-101.540833
18174.023438	-101.540138
18195.556641	-101.366089
18217.089844	-101.540329
18238.623047	-101.641113
18260.156250	-101.267937
18281.689453	-101.291267
18303.222656	-101.517021
18324.755859	-101.623993
18346.289062	-101.754150
18367.822266	-101.639053
18389.355469	-101.601555
18410.888672	-101.428146
18432.421875	-101.455170
18453.955078	-101.433693
18475.488281	-100.809418
18497.021484	-101.181686
18518.554688	-101.542961
18540.087891	-101.289604
18561.621094	-101.552940
18583.154297	-101.669044
18604.687500	-101.713783
18626.220703	-101.543037
18647.753906	-101.562027
18669.287109	-101.621582
18690.820312	-101.532372
18712.353516	-101.726646
18733.886719	-101.727524
18755.419922	-101.632698
18776.953125	-101.631699
18798.486328	-101.745308
18820.019531	-101.777283
18841.552734	-101.865166
18863.085938	-101.802795
18884.619141	-101.742973
18906.152344	-101.014771
18927.685547	-100.557365
18949.218750	-101.509514
18970.751953	-101.885468
18992.285156	-101.844063
19013.818359	-101.632050
19035.351562	-101.702202
19056.884766	-102.035667
19078.417969	-101.920029
19099.951172	-101.752296
19121.484375	-101.724953
19143.017578	-101.600952
19164.550781	-101.700516
19186.083984	-101.790199
19207.617188	-101.822701
19229.150391	-102.010986
19250.683594	-102.027596
19272.216797	-101.953217
19293.750000	-101.670670
19315.283203	-101.700333
19336.816406	-101.711426
19358.349609	-100.510918
19379.882812	-101.250053
19401.416016	-101.912483
19422.949219	-101.915627
19444.482422	-101.750816
19466.015625	-101.940521
19487.548828	-101.908897
19509.082031	-102.225845
19530.615234	-102.121651
19552.148438	-102.249985
19573.681641	-102.206108
19595.214844	-102.091057
19616.748047	-102.056206
19638.281250	-102.162956
19659.814453	-102.215408
19681.347656	-102.042786
19702.880859	-102.119400
19724.414062	-102.419189
19745.947266	-102.415970
19767.480469	-102.393898
19789.013672	-101.781204
19810.546875	-101.604485
19832.080078	-101.963440
19853.613281	-102.311401
19875.146484	-102.398506
19896.679688	-102.211182
19918.212891	-102.275246
19939.746094	-102.368607
19961.279297	-99.699272
19982.812500	-96.057869
20004.345703	-99.950966
20025.878906	-102.384102
20047.412109	-102.412239
20068.945312	-102.475410
20090.478516	-102.682350
20112.011719	-102.570976
20133.544922	-102.640915
20155.078125	-102.831680
20176.611328	-102.779076
20198.144531	-102.884102
20219.677734	-101.023529
20241.210938	-97.593460
20262.744141	-100.535934
20284.277344	-102.731964
20305.810547	-102.503143
20327.343750	-102.819672
20348.876953	-102.890312
20370.410156	-102.887169
20391.943359	-103.110474
20413.476562	-103.122620
20435.009766	-103.073166
20456.542969	-103.002136
20478.076172	-102.976265
20499.609375	-103.038002
20521.142578	-103.363457
20542.675781	-103.263092
20564.208984	-103.121490
20585.742188	-103.118759
20607.275391	-103.053284
20628.808594	-103.108910
20650.341797	-102.901001
20671.875000	-101.949448
20693.408203	-102.508743
20714.941406	-103.292236
20736.474609	-103.101974
20758.007812	-103.133743
20779.541016	-103.537010
20801.074219	-103.665001
20822.607422	-103.698166
20844.140625	-103.732819
20865.673828	-103.899834
20887.207031	-103.810326
20908.740234	-103.622581
20930.273438	-103.731903
20951.806641	-103.975044
20973.339844	-103.806618
20994.873047	-103.744102
21016.406250	-103.836502
21037.939453	-103.943748
21059.472656	-103.932693
21081.005859	-103.953674
21102.539062	-103.110832
21124.072266	-101.903915
21145.605469	-103.685143
21167.138672	-103.801491
21188.671875	-103.324745
21210.205078	-103.702011
21231.738281	-104.320328
21253.271484	-104.542290
21274.804688	-104.444077
21296.337891	-104.577789
21317.871094	-104.479370
21339.404297	-104.460770
21360.937500	-104.420639
21382.470703	-104.201073
21404.003906	-104.357262
21425.537109	-104.346268
21447.070312	-104.468102
21468.603516	-104.575226
21490.136719	-104.591736
21511.669922	-104.608002
21533.203125	-104.499550
21554.736328	-104.161644
21576.269531	-104.482918
21597.802734	-104.537048
21619.335938	-104.605850
21640.869141	-104.810432
21662.402344	-104.989685
21683.935547	-105.055977
21705.468750	-104.794868
21727.001953	-104.800552
21748.535156	-105.194771
21770.068359	-104.991081
21791.601562	-104.768517
21813.134766	-104.997177
21834.667969	-105.010498
21856.201172	-104.821983
21877.734375	-104.922813
21899.267578	-105.071434
21920.800781	-105.034660
21942.333984	-104.981628
21963.867188	-104.952202
21985.400391	-104.683449
22006.933594	-104.238869
22028.466797	-104.805855
